iGrID,RAJ2000,DEJ2000,z,logLtot,logLobs,logMtot,logMstar,NMstar,logMdyn,sigma,Rad,angRad,DL,Ntot
26478,161.74079895,-9.89282036,0.0541937,12.36382,11.43732,13.18552,,0,,,,,232.8674,1
15983,162.82206726,-9.77678013,0.0539376,12.76809,11.84952,14.05493,,0,11.9762,510.9818,519.9736,0.142815,231.7174,2
20974,158.67356873,-9.96220016,0.0661982,13.09955,11.76108,13.79229,,0,,,,,287.3185,1
15800,159.29550171,-9.61133003,0.0312633,11.64086,11.35929,12.88933,11.22576,1,8.9812,32.0,134.1044,0.061996,131.8084,2
5605,158.05131531,-9.23898029,0.0319173,11.83867,11.5436,13.07562,10.74993,2,9.1345,32.0,190.8606,0.086489,134.6379,2
22960,160.17848206,-8.78699017,0.0541409,12.36024,11.43546,13.18247,10.31185,1,,,,,232.6302,1
7658,161.11203003,-8.90017033,0.0285807,11.79857,11.56742,13.23742,11.54932,2,11.2641,339.9059,227.9722,0.114937,120.2321,3
18419,160.80799866,-8.19626999,0.0293107,11.22659,10.98315,12.27671,,0,,,,,123.3772,1
17850,159.93109131,-8.68696022,0.06576,13.01194,11.69037,13.71872,11.50557,1,,,,,285.3115,1
1677,159.06323242,-8.33395004,0.0177182,11.31809,11.23634,12.41668,,0,,,,,73.8745,1
18782,160.46992493,-8.20823956,0.0659531,13.06778,11.73938,13.76606,11.04603,1,,,,,286.1957,1
6318,163.13037109,-7.92694998,0.0285837,11.4979,11.26666,12.51783,11.22884,1,,,,,120.2452,1
21669,163.30220032,-7.42866993,0.0095032,10.09379,10.06197,11.51786,,0,,,,,39.3578,1
7820,164.85905457,-7.54364014,0.0095123,10.28852,10.2567,11.64253,,0,,,,,39.3955,1
26402,165.14248657,-7.53087997,0.0679215,13.13016,11.72703,13.81163,11.33407,1,,,,,295.2244,1
12897,165.50788879,-6.96702003,0.0265585,11.23308,11.03783,12.29675,10.91904,1,,,,,111.5396,1
28612,164.8414917,-6.99503994,0.0635714,12.89326,11.64817,13.62387,,0,,,,,275.3108,1
9463,165.22509766,-6.69790983,0.0321023,12.23754,11.93814,13.864,11.47588,4,11.2462,242.275,430.6808,0.194079,135.4391,6
29766,164.85742188,-6.68540001,0.0399026,11.5685,11.0785,12.52377,,0,,,,,169.4366,1
10023,164.51605225,-6.26054001,0.0490367,12.56434,11.80761,13.39107,,0,,,,,209.8058,1
24010,160.66548157,-7.44547987,0.0532916,12.31573,11.41926,13.14529,10.89344,1,,,,,228.8192,1
13960,163.83328247,-5.81746006,0.0469987,12.19061,11.49664,13.0582,,0,,,,,200.746,1
29288,162.53894043,-6.04289007,0.0229265,10.75794,10.6157,11.92553,,0,,,,,95.9991,1
546,152.54112244,-12.43377018,0.0133522,11.40154,11.35074,12.50978,,0,,,,,55.4725,1
6499,152.52172852,-11.7781496,0.031843,11.73662,11.44316,12.71558,,0,,,,,134.3166,1
25669,153.57687378,-11.11168003,0.0430654,11.83482,11.25692,12.74977,10.78317,1,,,,,183.3463,1
30595,150.76292419,-11.96588039,0.0489242,12.00868,11.25505,12.88219,11.12317,1,,,,,209.3047,1
13180,150.01863098,-12.23388958,0.0415761,12.22333,11.68685,13.39099,11.57051,2,9.2496,32.0,248.8089,0.087482,176.7876,2
2449,152.26370239,-11.23324966,0.0128264,10.8926,10.84425,12.08151,10.22013,1,,,,,53.2651,1
29286,151.49751282,-11.48478985,0.0197466,10.6037,10.5015,11.82463,10.20735,1,,,,,82.4688,1
16066,155.03085327,-10.87576008,0.0538325,12.50411,11.5893,13.31528,,0,,,,,231.2457,1
25293,154.57510376,-10.77935982,0.0410955,11.70011,11.17686,12.63659,10.73233,1,,,,,174.6742,1
29836,155.85491943,-9.90322971,0.0638015,12.78846,11.5361,13.53024,10.95562,1,,,,,276.3607,1
27670,155.95967102,-8.89418983,0.0548286,12.33105,11.38314,13.15275,10.92988,1,,,,,235.7201,1
14370,153.67098999,-9.94011974,0.0325801,11.54908,11.23953,12.54277,10.11796,1,,,,,137.509,1
18935,154.22808838,-9.78236008,0.0543906,12.43852,11.50572,13.25305,11.1381,1,,,,,233.7517,1
19019,154.50418091,-9.61429977,0.0575421,12.64089,11.60209,13.42355,11.17736,1,,,,,247.9468,1
28833,153.49198914,-9.38055992,0.0654556,12.82126,11.51032,13.55281,11.02983,1,,,,,283.9186,1
23638,155.04312134,-8.90814018,0.0436347,11.9179,11.32293,12.8231,,0,,,,,185.8578,1
18906,154.31474304,-7.89731979,0.042769,11.96191,11.39226,12.86752,11.48547,1,,,,,182.0396,1
27668,151.27697754,-9.97222042,0.0347984,11.41657,11.05634,12.41389,9.93463,1,,,,,147.1411,1
19608,151.16041565,-9.3398304,0.0481632,12.07811,11.34886,12.94943,11.21622,1,,,,,205.9187,1
17978,148.05575562,-9.51025963,0.0200863,11.2179,11.11157,12.60181,10.27263,1,9.5866,41.9236,314.9203,0.223757,83.9107,3
26883,149.04936218,-9.46907997,0.0202435,10.63749,10.52925,11.84737,10.15141,1,,,,,84.5784,1
22048,149.04237366,-9.3973999,0.0569929,12.55996,11.53959,13.35261,11.26617,1,,,,,245.4675,1
27710,149.26771545,-7.88381004,0.015144,10.43863,10.3769,11.72748,9.76973,1,,,,,63.0087,1
6170,148.46263123,-7.79272985,0.0204674,11.10464,10.99332,12.21984,11.08814,1,,,,,85.5296,1
3476,152.52653503,-8.47964001,0.0188039,11.1698,11.07754,12.28358,11.17389,1,,,,,78.4712,1
14462,151.48675537,-8.31943989,0.0690142,13.40455,11.9626,14.03449,11.61876,1,,,,,300.2491,1
15,151.3082428,-7.71857977,0.0032994,11.26504,11.26143,12.43463,,0,8.9153,59.1067,33.7763,0.143285,13.5955,2
16161,153.34034729,-8.12082958,0.0444062,12.26488,11.64802,13.42472,11.42449,1,9.2071,47.7581,101.296,0.033449,189.2649,2
12173,152.70120239,-7.85969019,0.0561414,12.71813,11.7276,13.49889,,0,,,,,241.6286,1
29362,153.25740051,-7.53412008,0.0468996,11.94064,11.24964,12.82888,,0,,,,,200.3059,1
18725,152.54998779,-6.89906979,0.0175718,10.61281,10.53227,11.84257,10.39861,1,,,,,73.2554,1
26102,153.6489563,-6.62987995,0.0419166,11.73306,11.18672,12.66256,,0,,,,,178.2854,1
16632,153.3205719,-6.02909994,0.0276458,11.18526,10.97081,12.25008,,0,,,,,116.21,1
9564,150.11286926,-7.90385008,0.0352351,12.00804,11.63701,13.36291,,0,10.4358,372.2616,28.2269,0.011629,149.0413,2
1729,149.19955444,-7.17964983,0.0210063,11.49933,11.38157,12.5592,,0,,,,,87.8203,1
10068,149.95956421,-6.92275,0.0209683,10.98996,10.87258,12.12183,,0,,,,,87.6589,1
1695,151.00880432,-6.4747901,0.0175137,11.62777,11.54776,13.24282,10.99379,3,10.6393,141.6372,311.4951,0.253088,73.0096,5
10838,150.41004944,-6.55517006,0.0173921,11.13988,11.06111,12.63922,10.74172,3,10.796,134.7343,493.8275,0.403978,72.4953,3
24915,151.25683594,-6.54748011,0.0563002,12.4569,11.46041,13.26171,,0,,,,,242.3439,1
15074,151.09963989,-5.67882013,0.0346216,11.56449,11.20843,12.5462,10.9509,1,,,,,146.372,1
5900,151.77215576,-5.88316011,0.0180939,10.97198,10.88671,12.12197,10.646,1,,,,,75.4641,1
11984,158.48776245,-8.24260044,0.0176829,10.74372,10.66224,11.94181,,0,,,,,73.725,1
4408,157.82946777,-8.59057999,0.0175133,11.05627,10.97626,12.19454,9.85533,1,,,,,73.0082,1
29724,158.5861969,-7.64622021,0.0355635,11.36773,10.98818,12.36715,10.63754,1,,,,,150.4708,1
585,159.64002991,-7.17073011,0.0084908,10.97096,10.9444,12.15392,,0,,,,,35.1357,1
4594,159.2379303,-7.02388,0.0295369,12.16559,11.91816,13.74362,11.37833,3,11.0178,168.8494,524.063,0.255937,124.3524,6
3283,158.30619812,-7.46458006,0.0181961,11.17157,11.08517,12.28818,10.18755,1,,,,,75.8966,1
12353,158.82048035,-7.2471199,0.0181081,10.83952,10.75397,12.01495,,0,,,,,75.5242,1
26072,158.93151855,-6.67164993,0.0668763,13.03327,11.67065,13.73277,,0,,,,,290.4265,1
9443,158.89346313,-6.17960978,0.0086484,10.13536,10.10822,11.54385,,0,,,,,35.7924,1
20808,155.1602478,-6.88929987,0.0404482,11.71809,11.21291,12.65598,,0,,,,,171.8309,1
15195,156.08805847,-6.03931999,0.0384069,11.7041,11.25332,12.6532,10.71484,1,,,,,162.884,1
4036,158.22424316,-6.50730991,0.0176928,11.0731,10.99157,12.20768,9.87063,1,,,,,73.7671,1
18832,157.4954071,-4.98440981,0.0302269,11.30564,11.04539,12.3402,9.92391,1,,,,,127.33,1
16043,159.9430542,-5.4832201,0.0216458,10.95364,10.82862,12.0885,,0,,,,,90.5413,1
6979,159.7829895,-5.50162983,0.0290024,11.49026,11.25196,12.50884,11.34621,1,,,,,122.0486,1
11683,162.23970032,-4.76040983,0.0279596,11.32739,11.10724,12.37096,10.86389,1,,,,,117.5595,1
8641,158.06918335,-5.03902006,0.0307494,11.51961,11.24851,12.52588,10.61333,1,,,,,129.5865,1
16653,158.93884277,-3.86594009,0.0379865,11.66673,11.2265,12.62145,10.7502,1,,,,,161.045,1
9959,159.33288574,-3.3577199,0.0323472,11.5665,11.26193,12.55954,,0,,,,,136.5001,1
3498,160.30453491,-2.80291009,0.0221022,11.38175,11.251,12.44952,,0,,,,,92.4851,1
10134,155.11074829,-6.52639008,0.0554076,12.75181,11.78431,13.53213,,0,,,,,238.3246,1
27109,154.61590576,-6.31176996,0.0406357,11.72836,11.21818,12.6644,10.64722,1,,,,,172.6542,1
26135,155.64337158,-5.61884022,0.0189884,10.58178,10.48766,11.81226,,0,,,,,79.2528,1
12104,154.22714233,-5.87045002,0.0395205,11.8288,11.34906,12.76118,10.63697,1,,,,,167.761,1
6650,154.85437012,-5.65614986,0.018801,11.19012,11.09793,12.68287,10.14143,1,10.3458,291.0175,37.5438,0.028458,78.4588,2
19779,154.41917419,-5.68374014,0.0424649,11.84236,11.2814,12.75949,,0,,,,,180.6997,1
29527,155.02308655,-5.51450014,0.0501115,12.11555,11.32371,12.97517,10.20051,1,,,,,214.5959,1
9810,155.48277283,-4.89027023,0.0552177,12.71152,11.75085,13.49689,,0,,,,,237.4699,1
12665,155.34713745,-4.83930016,0.0407811,12.38342,11.86934,13.59387,10.16481,1,9.9212,46.363,556.4565,0.199292,173.2931,4
21638,153.30213928,-5.62900019,0.0183362,10.61325,10.52572,11.83904,,0,,,,,76.4899,1
11422,152.56059265,-4.99443007,0.0571868,12.83721,11.81046,13.60056,11.90226,1,,,,,246.3425,1
31315,153.16333008,-3.75602007,0.0598477,12.56137,11.44433,13.34204,,0,,,,,258.3784,1
25141,154.5332489,-4.15082979,0.0401458,11.66595,11.16948,12.61026,10.94397,1,,,,,170.5036,1
27526,154.51390076,-3.79480004,0.0410189,11.6448,11.12383,12.58698,10.64159,1,,,,,174.338,1
7621,155.42152405,-4.14028978,0.0405189,12.18723,11.68051,13.48946,10.05605,1,10.6926,171.4435,240.3627,0.086617,172.1413,2
16505,155.7660675,-3.62094998,0.032485,11.78885,11.48128,13.10797,10.32996,1,9.994,104.564,129.3638,0.057634,137.0968,2
17342,154.97088623,-3.73500991,0.0482416,12.15662,11.4252,13.0213,11.0187,1,,,,,206.2676,1
21156,155.41767883,-3.45388007,0.0420871,11.77696,11.22582,12.70165,10.10341,1,,,,,179.0362,1
19186,154.52032471,-2.56140995,0.0483621,12.2235,11.4881,13.08229,,0,,,,,206.8032,1
19413,157.08578491,-4.40596008,0.0315851,11.29178,11.00376,12.32115,9.88198,1,,,,,133.2002,1
14919,157.21369934,-3.9546299,0.0197815,10.79923,10.69661,11.97446,10.37757,1,,,,,82.6169,1
3564,157.37521362,-3.76022005,0.0318562,11.84366,11.54982,12.813,,0,,,,,134.3734,1
27218,157.35267639,-3.74605989,0.0295392,11.10517,10.85774,12.17235,10.06207,1,,,,,124.3627,1
28150,156.89068604,-3.68600988,0.0309239,11.19911,10.92459,12.2448,,0,,,,,130.3409,1
19338,156.41740417,-3.58995008,0.0336685,11.36795,11.03521,12.37688,10.62982,1,,,,,142.2304,1
12122,156.52520752,-3.4131,0.0396428,12.14411,11.66136,13.33626,10.42623,1,9.4412,32.0,386.7252,0.142303,168.2975,2
9591,156.79248047,-3.31888008,0.0316033,11.84744,11.55887,13.21472,11.46575,3,10.6334,171.4569,209.7419,0.095956,133.2789,3
2926,157.54438782,-3.16363001,0.0390542,12.52141,12.05391,13.85163,11.36457,2,11.0687,279.3416,215.2898,0.080363,165.7176,3
16359,157.11595154,-3.24259996,0.0362417,11.59527,11.19956,12.5657,,0,,,,,153.4265,1
27921,157.69561768,-2.75458002,0.0309501,11.1769,10.90186,12.22573,,0,,,,,130.4543,1
9429,159.53556824,-2.6401701,0.0225462,11.1193,10.98278,12.2212,,0,,,,,94.3773,1
19557,159.60961914,-2.56946993,0.0287705,11.2235,10.98894,12.27688,,0,,,,,121.0498,1
1554,158.68656921,-1.96906996,0.0044,10.06168,10.05464,11.46655,,0,,,,,18.1469,1
8377,155.80552673,-3.23390007,0.0167077,10.77893,10.70607,11.9741,10.59493,1,,,,,69.6039,1
5397,155.98539734,-3.18203998,0.020102,11.12302,11.01661,12.23723,,0,,,,,83.9776,1
17159,156.52641296,-2.77531004,0.0585503,12.66165,11.58888,13.43806,10.46484,1,,,,,252.5035,1
3169,156.58943176,-2.62216997,0.0201295,11.40632,11.29951,12.93704,10.23999,1,11.4621,523.6366,151.5448,0.10745,84.0941,2
12029,157.30940247,-2.51325989,0.0314583,11.45591,11.17069,12.46563,11.26467,1,,,,,132.6517,1
7346,156.39758301,-2.21520996,0.0196628,11.09448,10.9931,12.21551,,0,,,,,82.1131,1
21335,155.14642334,-2.46833992,0.0617576,13.20464,12.02343,14.3886,,0,11.4757,874.8477,56.0242,0.013551,267.0502,3
17385,157.67817688,-1.82669997,0.0309458,11.34867,11.07379,12.37395,,0,,,,,130.4354,1
15958,158.0532074,-1.49340999,0.0400648,11.83212,11.33773,12.76159,10.97643,1,,,,,170.1482,1
26169,156.87950134,-1.32483995,0.0363889,11.43941,11.03986,12.4261,9.91775,1,,,,,154.0682,1
29090,157.46946716,-0.17437001,0.0361232,11.41856,11.02586,12.40902,10.54746,1,,,,,152.9096,1
14075,168.21086121,-7.85684013,0.0420453,11.93759,11.38751,12.84863,10.92647,1,,,,,178.852,1
2128,170.04177856,-8.10571003,0.0249691,11.70193,11.53096,13.04357,11.58407,2,9.9394,65.8342,287.7805,0.165403,104.7275,2
1981,170.68264771,-7.67624998,0.0248358,12.04581,11.8766,13.6251,11.90552,4,11.0417,313.6738,160.4316,0.09269,104.1569,5
12970,170.15905762,-7.30517006,0.0133645,10.46521,10.41434,11.75399,10.50928,1,,,,,55.5242,1
27183,170.63253784,-7.05284023,0.0241264,10.90174,10.74261,12.03322,10.15369,1,,,,,101.1229,1
9545,167.43553162,-7.59257984,0.0293002,11.4269,11.18372,12.45118,10.94872,1,,,,,123.3319,1
25179,167.90962219,-7.60714006,0.0423022,11.74448,11.18792,12.6711,10.76083,1,,,,,179.983,1
21361,167.95391846,-7.52630997,0.0488865,12.22255,11.47028,13.07906,,0,,,,,209.1371,1
24338,168.60670471,-7.26189995,0.0471804,11.98111,11.28183,12.86473,,0,,,,,201.5522,1
18109,166.15870667,-7.04643011,0.0494654,12.22808,11.45729,13.08156,10.85667,1,,,,,211.7151,1
7954,167.55615234,-6.58249998,0.031018,11.57647,11.29996,12.57531,10.99198,1,,,,,130.7474,1
25855,166.97543335,-6.72944021,0.0305307,11.18978,10.92315,12.23887,,0,,,,,128.6419,1
11055,169.23423767,-6.21945,0.0263177,11.23434,11.04289,12.2991,11.13715,1,,,,,110.5066,1
16744,168.06359863,-5.75345993,0.0437659,12.2365,11.63776,13.39709,11.07323,2,9.3911,32.0,344.5924,0.115372,186.4369,2
10634,172.28378296,-6.21187019,0.0312668,11.49081,11.20915,12.49757,10.96831,1,,,,,131.8236,1
24374,171.83633423,-6.21038008,0.0647117,12.92641,11.64149,13.64841,11.73235,1,,,,,280.5169,1
18158,170.5556488,-6.20195007,0.0252037,11.02012,10.84557,12.12424,10.93966,1,,,,,105.732,1
4954,170.45025635,-5.75769997,0.0298617,12.11475,11.86111,13.76186,11.67846,2,11.3892,301.5204,386.5112,0.186776,125.7536,5
17852,170.81495667,-5.57224989,0.0472054,12.11855,11.41837,12.99097,,0,,,,,201.6635,1
16007,171.53588867,-5.58591986,0.0104462,10.17524,10.13793,11.56724,,0,,,,,43.2962,1
21243,171.92735291,-5.10886002,0.0526031,12.39261,11.51864,13.21877,,0,,,,,225.7334,1
5637,171.2121582,-5.35232019,0.0298895,11.8248,11.57054,13.19054,11.66317,2,10.5689,133.6583,297.4594,0.143614,125.8737,2
13356,171.70257568,-5.00399017,0.0369826,11.70787,11.29396,12.66361,10.78099,1,,,,,156.6589,1
18549,172.97041321,-5.89813995,0.0262581,11.05227,10.86181,12.14534,10.4195,1,,,,,110.251,1
21851,173.05435181,-5.59392023,0.0509246,12.26114,11.44178,13.10548,,0,,,,,218.2253,1
17072,172.53009033,-5.37925005,0.0647356,13.07677,11.79038,13.77858,,0,,,,,280.626,1
27781,172.99357605,-5.08503008,0.0827871,13.89405,11.93873,14.35257,12.02724,1,,,,,364.3725,1
28584,173.4103241,-4.94053984,0.0376608,11.51842,11.08667,12.48993,,0,,,,,159.621,1
13605,172.72796631,-4.92200994,0.0308698,11.38778,11.1144,12.4086,,0,,,,,130.1072,1
12395,172.31970215,-4.40198994,0.0631595,13.02854,11.79714,13.74339,,0,,,,,273.4325,1
23241,173.45777893,-4.21896982,0.0289114,11.13428,10.89745,12.20017,,0,,,,,121.6565,1
7830,173.27127075,-4.01320982,0.0533525,12.85131,11.95203,14.02642,11.05742,1,10.6827,129.0741,414.552,0.115037,229.0922,2
10184,172.53564453,-4.03092003,0.038012,11.85922,11.41845,12.79632,10.29628,1,,,,,161.1566,1
25605,173.17988586,-3.89629006,0.0407254,11.6871,11.17477,12.62659,,0,,,,,173.048,1
29767,170.21549988,-5.53552008,0.0252974,10.891,10.71479,12.01835,10.13129,1,,,,,106.1332,1
12723,169.89556885,-5.40304995,0.0310321,11.41943,11.14272,12.43561,,0,,,,,130.8087,1
30453,170.94154358,-4.70663977,0.0105598,9.97036,9.93255,11.44298,9.38305,1,,,,,43.7712,1
20037,170.91694641,-4.46852016,0.0348193,11.46556,11.10484,12.45708,10.6987,1,,,,,147.2319,1
29366,169.53363037,-4.43005991,0.0540911,12.25881,11.33521,13.08956,10.90998,1,,,,,232.4068,1
20471,169.42025757,-4.46084976,0.0473761,12.05545,11.35002,12.93215,10.93152,1,,,,,202.4214,1
13067,170.02436829,-4.38687992,0.0269175,11.84439,11.6428,13.75232,10.79637,1,12.3024,630.666,723.4149,0.386532,113.0808,5
10395,170.2116394,-3.64747,0.0259604,11.2493,11.06326,12.31387,9.98738,1,,,,,108.9742,1
16594,171.234375,-3.81118989,0.0238626,11.00463,10.84955,12.11857,,0,,,,,99.9955,1
29182,165.98753357,-6.41182995,0.0323135,11.22168,10.9178,12.25698,,0,,,,,136.354,1
10535,166.75708008,-6.45186996,0.0476666,12.28067,11.56699,13.13797,11.65959,1,,,,,203.7114,1
6221,166.69372559,-5.91152,0.0240999,11.29001,11.13137,12.35891,11.09173,1,,,,,101.0096,1
11464,166.73826599,-5.60528994,0.0370755,11.75128,11.33435,12.70254,11.00536,1,,,,,157.0643,1
10135,164.96524048,-6.15023994,0.0317055,11.54692,11.25605,12.54532,11.34988,1,,,,,133.7212,1
6815,167.0730896,-5.13224983,0.0389663,12.14783,11.68233,13.3102,,0,8.752,32.0,79.1091,0.029593,165.3326,2
6565,167.81677246,-4.84130001,0.026571,11.4049,11.20939,12.44614,11.30358,1,,,,,111.5935,1
21418,166.68087769,-4.74343014,0.0411498,12.07522,11.55061,13.49616,10.86449,1,12.0917,739.6979,323.7253,0.114948,174.9132,2
20399,167.40029907,-4.68019009,0.0393834,11.7203,11.24433,12.66313,,0,,,,,167.1602,1
26443,167.24549866,-4.5799799,0.0420738,11.78602,11.23519,12.70996,10.86224,1,,,,,178.9777,1
22377,165.04766846,-5.38148022,0.0337095,11.39387,11.06038,12.39941,,0,,,,,142.4086,1
26027,164.47320557,-4.90494013,0.0335252,11.40277,11.07319,12.40817,10.59644,1,,,,,141.6086,1
23510,164.52386475,-4.75913,0.0234671,10.86359,10.71427,12.00608,9.59318,1,,,,,98.3064,1
10890,164.4690094,-4.36245012,0.0237303,11.10761,10.95438,12.20506,10.80273,1,,,,,99.4303,1
22513,164.25920105,-4.26432991,0.034675,11.44365,11.08648,12.43841,,0,,,,,146.6041,1
24031,164.52003479,-4.09405994,0.0349088,11.41607,11.05316,12.4129,,0,,,,,147.6211,1
21392,166.10707092,-4.25365019,0.040619,11.74835,11.23878,12.68263,10.72402,1,,,,,172.5809,1
8937,166.33052063,-3.97610998,0.0392723,11.92237,11.44925,12.84797,11.47664,1,,,,,166.6733,1
6918,166.68951416,-4.07222986,0.0400029,12.09023,11.59756,12.99861,11.69092,1,,,,,169.8766,1
6980,168.85870361,-3.8178401,0.0262709,11.73202,11.54135,13.11965,11.31783,2,10.6541,114.7498,491.1138,0.268675,110.3056,3
8517,169.43017578,-3.91132998,0.0183522,10.89286,10.80526,12.05639,10.52492,1,,,,,76.5577,1
24373,169.4037323,-3.17086005,0.0306049,11.26282,10.99471,12.30117,9.87317,1,,,,,128.9625,1
17344,167.74263,-3.57327008,0.0355393,11.53538,11.15651,12.51558,10.60216,1,,,,,150.3657,1
29365,168.70930481,-2.84413004,0.0287208,11.07029,10.83674,12.1474,9.71516,1,,,,,120.8357,1
15249,170.57601929,-3.08131003,0.0525942,12.43743,11.56365,13.2598,,0,,,,,225.6935,1
20052,170.71557617,-2.91088009,0.047526,12.0738,11.36415,12.94835,,0,,,,,203.0868,1
5757,170.30104065,-2.98413992,0.0270903,11.84818,11.64363,13.2611,,0,11.0697,189.8192,467.232,0.248108,113.8229,4
16316,170.49293518,-2.68070006,0.0264163,11.11781,10.92495,12.1994,9.804,1,,,,,110.9294,1
20010,169.6452179,-2.11227012,0.0279131,11.18523,10.96588,12.24865,,0,,,,,117.3596,1
13386,169.4790802,-2.09200001,0.0259459,11.24997,11.06422,12.31452,,0,,,,,108.912,1
10841,169.47790527,-1.94642997,0.0429075,12.04083,11.46741,12.93935,,0,,,,,182.6502,1
25489,170.23187256,-1.95355999,0.0521037,12.23775,11.3806,13.07881,,0,,,,,223.4973,1
26480,170.32720947,-1.73336995,0.0443077,11.86034,11.24594,12.76728,,0,,,,,188.8296,1
6574,170.14855957,-1.49272001,0.0264185,11.55303,11.36016,12.95501,11.06549,1,10.4806,140.5548,219.5354,0.119451,110.9391,2
27715,166.83346558,-2.54666996,0.02999,11.10942,10.85323,12.17358,,0,,,,,126.3072,1
26983,166.34962463,-2.52828002,0.0303129,11.18104,10.91894,12.23255,,0,,,,,127.7012,1
17732,166.58718872,-2.3150301,0.0325068,11.40198,11.09414,12.41266,11.18781,1,,,,,137.1915,1
16893,166.39990234,-2.13965011,0.0216337,10.86911,10.74415,12.02022,10.32902,1,,,,,90.4899,1
22839,167.82049561,-0.82428002,0.0651825,12.94879,11.64706,13.66611,11.77715,1,,,,,282.6693,1
28940,174.76567078,-4.31728983,0.0574347,12.54033,11.5053,13.33294,11.04221,1,,,,,247.4618,1
22962,174.63066101,-4.39831018,0.0189628,10.61463,10.52075,11.83686,,0,,,,,79.1443,1
19101,175.04734802,-4.11759996,0.0556785,12.79443,11.81838,14.07919,,0,12.0365,653.9146,364.7323,0.097224,239.5439,2
20878,174.97302246,-3.51845002,0.0645836,13.27334,11.99335,14.4832,12.05055,2,12.3174,1325.2494,169.5667,0.039334,279.9316,2
30564,175.62901306,-2.25152993,0.0485797,12.06152,11.31809,12.93231,11.47174,1,,,,,207.7715,1
13802,176.21028137,-1.60124004,0.0289398,11.75887,11.52145,13.18977,11.2735,3,11.2038,281.4878,289.3774,0.144143,121.7787,3
9415,175.87237549,-1.66808999,0.0457943,12.23605,11.58,13.1055,11.52015,1,,,,,195.406,1
25222,172.99082947,-2.92176008,0.0066807,9.62025,9.6028,11.25949,,0,,,,,27.6046,1
23242,173.59719849,-2.52927995,0.0406441,11.79616,11.28577,12.72601,11.21826,1,,,,,172.6914,1
30878,173.39457703,-2.27993011,0.0415579,11.65024,11.11426,12.58932,,0,,,,,176.7076,1
9204,172.88368225,-2.30925989,0.0170336,10.96103,10.88546,12.11832,,0,,,,,70.9801,1
15079,172.86950684,-1.84262002,0.0442392,12.05692,11.44422,12.94792,11.58534,1,,,,,188.5271,1
18320,172.36373901,-1.74695003,0.044203,12.42938,11.81765,13.78392,11.88796,3,11.6764,527.2023,244.9187,0.081229,188.3672,3
25858,173.18032837,-1.43297994,0.0237275,10.92573,10.77252,12.05475,10.5457,1,,,,,99.4187,1
13319,174.6386261,-1.18448997,0.0219737,10.96629,10.83701,12.0971,10.55268,1,,,,,91.9376,1
19416,175.0267334,-0.83778,0.0208251,10.76223,10.64679,11.94,10.79996,1,,,,,87.0497,1
30879,173.53884888,-1.59511006,0.0237705,10.85416,10.70016,11.99693,10.2414,1,,,,,99.6023,1
4575,177.34802246,-1.08388996,0.0203354,11.60769,11.49829,13.0724,11.42073,3,10.7182,435.3238,39.5503,0.027765,84.9686,3
12276,178.55110168,0.13663,0.0050182,9.60468,9.59514,11.23651,,0,,,,,20.7072,1
6882,174.76402283,-0.20608,0.0192738,10.99391,10.89667,12.13393,10.63225,1,,,,,80.463,1
20336,175.55105591,0.3344,0.0197576,10.69958,10.59726,11.89712,,0,,,,,82.5153,1
17828,176.93203735,1.82621002,0.0297782,11.28984,11.03746,12.32883,11.07191,1,,,,,125.3933,1
15412,171.52626038,-1.83375001,0.0460711,12.07951,11.41461,12.96023,10.96933,1,,,,,196.6324,1
24810,171.97639465,-1.22535002,0.0435526,12.12865,11.53637,13.39038,10.99059,1,10.0021,223.1672,28.9335,0.009732,185.4955,2
29860,171.03596497,-1.15770996,0.0305454,11.1471,10.88013,12.20251,10.3706,1,,,,,128.7055,1
22961,171.15444946,-0.99180001,0.0267971,11.0651,10.86555,12.15318,10.89883,1,,,,,112.5638,1
2388,170.94361877,-1.10492003,0.0196183,11.34079,11.23974,12.42674,,0,,,,,81.9243,1
18860,170.82972717,-0.92245001,0.0099447,10.08315,10.04873,11.51082,9.44638,1,,,,,41.201,1
21907,170.63378906,-0.84109002,0.0256602,10.99225,10.81087,12.09883,10.52199,1,,,,,107.6873,1
24717,173.0385437,-0.94256997,0.0273417,11.04224,10.83319,12.13127,10.96328,1,,,,,114.9028,1
29654,173.90362549,0.12745,0.0210723,10.74293,10.62438,11.92368,,0,,,,,88.1012,1
18249,173.69644165,0.2352,0.0300629,11.25123,10.99411,12.29398,10.53396,1,,,,,126.622,1
3134,173.0900116,0.80404001,0.0207455,11.62874,11.51447,12.98458,11.15831,2,9.5642,98.6305,54.042,0.037206,86.7113,3
6955,169.9810791,-0.87988001,0.0257573,11.43882,11.25614,12.48035,9.95323,1,,,,,108.1035,1
14976,169.38699341,-0.18746001,0.041545,11.87078,11.33521,12.78982,10.88958,1,,,,,176.6506,1
11389,170.2000885,0.46869999,0.0254627,11.40964,11.23128,12.7315,10.93563,2,9.1114,50.5313,72.5748,0.040927,106.8414,2
11784,171.50428772,1.98413002,0.0239625,11.12091,10.96431,12.21503,10.91141,1,,,,,100.4224,1
23411,175.5135498,3.0046699,0.0417647,11.7403,11.19834,12.66985,11.29062,1,,,,,177.6172,1
19959,172.07359314,2.65393996,0.0240232,10.94541,10.7878,12.06917,,0,,,,,100.6821,1
