iGalID,iGrID,Name,RAJ2000,DEJ2000,z,logMstar
33423,24269,"    00560791-3609486",14.03299999,-36.16352844,0.0397446,
38850,28174,"    01004555-3622109",15.18984985,-36.36967087,0.0380379,
20511,14932,"    01041872-3507171",16.07801056,-35.12141037,0.0328611,10.61001
16416,11920,"    00584979-3506577",14.70755959,-35.11603165,0.0298574,11.2331
24633,17925,"    00543674-3551063",13.6530304,-35.85176086,0.0444718,
25685,18682,"    00545906-3530460",13.74612045,-35.51280975,0.0418258,11.38017
34567,25097,"    00465502-3558443",11.72931004,-35.9789505,0.0225203,
36818,26732,"    00494975-3520031",12.45730019,-35.33422089,0.0588158,11.56579
8538,6213,"    00522283-3500026",13.09519958,-35.00067902,0.0443032,11.77252
37430,27169,"    00513751-3453116",12.90631008,-34.88650894,0.0333607,10.31678
11570,8435,"    00545990-3519170",13.74965,-35.3214798,0.0563128,11.91998
30861,22423,"    00555327-3425030",13.97198963,-34.41756821,0.032979,10.87356
2498,1768,"    00592434-3419439",14.85151958,-34.32891846,0.0107849,10.90619
12934,9407,"    00351311-3733287",8.80467033,-37.55799103,0.0231135,11.11294
26185,19041,"    00303189-3724020",7.6328001,-37.40056992,0.0235281,9.65324
30973,10444,"    00310190-3653218",7.75788021,-36.88941956,0.0234249,10.98712
14364,10444,"    00311397-3651139",7.80833006,-36.85388184,0.0234014,11.06298
42851,10444,"    00300809-3652481",7.5337801,-36.88003159,0.0239973,10.3775
37526,27242,"    00274624-3641504",6.94262981,-36.69729996,0.0684503,
13470,9803,"    00335977-3416372",8.49905968,-34.27706146,0.0295594,10.87867
28747,20895,"    00324503-3310151",8.18768024,-33.1708107,0.0485334,
25542,18593,"    00340304-3259072",8.51261997,-32.98532104,0.0141722,10.31806
28703,20862,"    00472011-3414531",11.83378029,-34.24805069,0.0450451,10.93796
7305,5309,"    00510427-3225208",12.76784992,-32.42251968,0.0315301,11.01329
37062,26908,"    00415691-3258127",10.48713017,-32.97026062,0.0310702,11.16801
18950,7303,"    00360659-3236114",9.02748966,-32.60322189,0.0138769,
10043,7303,"    00361125-3234284",9.04691982,-32.5745697,0.0137366,
940,246,"    00472759-3125181",11.86505032,-31.42174911,0.0042129,10.43157
39688,28789,"    00455159-3111595",11.46494007,-31.19984055,0.0181032,9.83372
15708,11400,"    00455244-3029355",11.46850967,-30.49324036,0.0608804,11.49071
14184,10319,"    01302799-4117454",22.61664009,-41.29600143,0.020717,10.99782
38697,10319,"    01302160-4114585",22.59003067,-41.24951935,0.0212365,
11828,8630,"    01264182-3958532",21.67431068,-39.98146057,0.0190799,
43269,8630,"    01272317-3950003",21.84653091,-39.83337021,0.0190195,
16071,11671,"    01283643-3918261",22.15173912,-39.3073082,0.0299476,11.29326
39378,28566,"    01343462-3944134",23.64431953,-39.73703003,0.0283955,10.66116
5269,1773,"    01353069-3923013",23.87792015,-39.38373184,0.0173178,10.7683
2504,1773,"    01353647-3921283",23.90200996,-39.35783005,0.0191892,
5649,1773,"    01351206-3908457",23.80034065,-39.14604187,0.0182681,
10148,7375,"    01341346-3837003",23.55625916,-38.61668015,0.0190097,10.97307
17376,12622,"    01322748-3840467",23.11450005,-38.6796608,0.0114902,
14885,10810,"    01351892-3749397",23.82877922,-37.82767105,0.0311824,11.10119
31057,22556,"    01254946-3906212",21.45603943,-39.10593033,0.0168614,10.51913
25063,9553,"    01260953-3839212",21.53968048,-38.65594101,0.0338836,
13133,9553,"    01262344-3835391",21.59760094,-38.59415054,0.0331494,
31492,22870,"    01240222-3837577",21.00938034,-38.63278961,0.0200739,
30164,2263,"    01253238-3817015",21.38492012,-38.283741,0.0196391,10.66448
3169,2263,"    01252847-3816025",21.36869049,-38.26739883,0.0195753,11.33645
6489,2263,"    01244464-3807448",21.18597031,-38.12908936,0.0186878,11.15177
6010,2263,"    01251204-3805404",21.30014038,-38.09452057,0.0191021,
32742,23769,"    01260542-3757532",21.52259064,-37.96474838,0.0803366,
12301,2263,"    01251280-3804084",21.3033905,-38.06908035,0.0208766,10.94935
39736,2263,"    01250707-3800277",21.27949905,-38.00775146,0.0195579,
20228,14725,"    01241697-3720078",21.07070923,-37.33551025,0.033836,10.70813
32743,23770,"    01304184-3743167",22.67435074,-37.72134018,0.0311034,10.581
29101,21145,"    01343865-3721133",23.66109085,-37.35366058,0.0298305,
11827,7630,"    01262621-3727261",21.60926056,-37.45734024,0.030513,
10493,7630,"    01255074-3720012",21.46153069,-37.33372116,0.0303667,
32744,23771,"    01315896-3632076",22.99570084,-36.53546143,0.0270585,10.91609
31747,23053,"    01300411-3556562",22.51709938,-35.94898987,0.0349,
40469,29347,"    01405125-3750552",25.2136898,-37.84864044,0.0319635,
15885,3699,"    01362417-3720256",24.10070038,-37.34046173,0.0164236,
5136,3699,"    01362341-3719176",24.09749985,-37.32155991,0.0163,10.38426
31058,22557,"    01391757-3617344",24.82325935,-36.29291153,0.0293421,
7515,5467,"    01505254-3600471",27.71898079,-36.01306915,0.0185003,11.10925
36867,26768,"    01440751-3611268",26.03129959,-36.19084167,0.0270013,
25544,1667,"    01450298-3607050",26.26239014,-36.11809921,0.0171649,10.17543
2366,1667,"    01434440-3605197",25.93494034,-36.08882904,0.0168075,11.29818
32273,23431,"    01460084-3553512",26.50346947,-35.89759064,0.0319268,
14886,10811,"    01362764-3622386",24.11514091,-36.37741089,0.0188407,10.46209
25578,1900,"    01343441-3631074",23.64331055,-36.51871872,0.0280387,11.06623
13217,1900,"    01333508-3635517",23.3962307,-36.59769821,0.0290714,
2690,1900,"    01335775-3629358",23.49057007,-36.49324036,0.0298284,11.73995
2936,1900,"    01350638-3629248",23.77662086,-36.49021912,0.0291673,11.72948
8063,1900,"    01345179-3629217",23.71579933,-36.48939133,0.0278255,11.43855
26996,1900,"    01331682-3626249",23.32011986,-36.4402504,0.0300963,10.43198
3029,2154,"    01345127-3608137",23.71367073,-36.13722992,0.0152108,11.12425
40468,29346,"    01402096-3548560",25.08728027,-35.8155899,0.0282616,
39321,28521,"    01353448-3437322",23.89369011,-34.62556076,0.0196516,10.146
23889,3528,"    01434505-3418070",25.93777084,-34.3020401,0.0118193,
4901,3528,"    01430966-3414305",25.79031944,-34.2419014,0.0119671,
11019,3528,"    01431837-3412216",25.82645035,-34.20600891,0.0118637,10.53717
9277,6749,"    01433757-3342195",25.90653992,-33.70542145,0.0288363,11.37513
3884,2793,"    01373593-3355265",24.39966965,-33.92409134,0.0185777,11.25299
34073,24734,"    01382850-3336289",24.61867905,-33.60803986,0.0294055,10.55547
43314,6749,"    01432779-3328326",25.86581993,-33.47563171,0.0287466,10.92001
12600,9177,"    01403571-3337170",25.14886093,-33.62131882,0.0288941,11.25672
43157,31253,"    01215306-3718414",20.47098923,-37.31151962,0.0314483,10.97421
15437,11203,"    01212965-3632350",20.37358093,-36.54304886,0.0334062,11.32669
10279,7470,"    01181863-3706148",19.5777092,-37.10406113,0.0312009,11.35181
20148,14666,"    01211347-3628211",20.3060894,-36.47257996,0.0189824,10.84147
7819,2368,"    01282274-3559272",22.09477043,-35.9908905,0.0174851,11.03807
10366,2368,"    01290311-3535561",22.26283073,-35.59893036,0.0183927,10.49183
3309,2368,"    01275699-3543039",21.98753929,-35.71768951,0.0180712,11.31751
14080,10247,"    01251268-3548587",21.30282974,-35.8163681,0.0343565,10.99417
12054,8795,"    01270507-3536241",21.77112961,-35.6067009,0.0341849,11.41518
8037,5842,"    01210490-3607041",20.27050972,-36.11783981,0.0311747,11.27981
31017,10247,"    01234645-3546445",20.9435997,-35.7789917,0.0340358,
3134,2234,"    01235812-3506545",20.99225998,-35.11511993,0.0185949,11.25527
23076,2234,"    01235705-3504095",20.98781013,-35.06927109,0.0184241,
8180,2234,"    01254144-3450227",21.42260933,-34.83969879,0.0175948,
8051,2234,"    01235436-3503555",20.97657013,-35.06544113,0.0182171,11.00443
14955,2234,"    01233492-3456095",20.89557076,-34.93587112,0.0194292,9.61051
15368,11161,"    01230687-3444035",20.77861023,-34.7344017,0.0311858,11.26529
11047,2234,"    01241407-3443346",21.05863953,-34.72629929,0.0193448,10.23334
5530,3980,"    01093323-3548203",17.38842964,-35.80561829,0.0213038,11.28192
15572,3980,"    01100570-3529265",17.52371979,-35.4907608,0.0209339,10.90674
24200,17602,"    01165352-3452398",19.22299957,-34.87768936,0.0661438,11.5482
14183,10318,"    01220242-3411485",20.5100193,-34.19676971,0.0182189,10.61091
2061,1445,"    01212042-3403477",20.33511925,-34.06328964,0.0120336,11.04387
3822,2747,"    01190790-3406135",19.78289032,-34.10377884,0.0180542,11.2199
19712,14346,"    01194146-3306209",19.92277908,-33.10583115,0.0186173,
23690,17230,"    01320790-3440103",23.03282928,-34.66952896,0.0298588,
10344,7522,"    01340024-3423145",23.50099945,-34.38740158,0.0119516,10.56576
42709,30938,"    01320433-3348103",23.01815987,-33.80289841,0.0676042,10.96852
33934,24638,"    01255095-3429261",21.46225929,-34.49065018,0.0486076,
21962,3112,"    01321484-3329493",23.06188011,-33.49707031,0.016187,
42901,31075,"    01284133-3349342",22.1722908,-33.82617188,0.0294001,10.38139
19675,14319,"    01384303-3301273",24.6792202,-33.02423096,0.0343103,11.29651
15231,11066,"    01403101-3242050",25.12929916,-32.70143127,0.0158892,
36266,14319,"    01374933-3254365",24.45553017,-32.91019821,0.0340532,10.05553
23367,14319,"    01380899-3251169",24.53746986,-32.85464859,0.0344337,11.28197
4326,3112,"    01315044-3307092",22.96009064,-33.11927032,0.0159214,
12111,8838,"    01352155-3246351",23.83975983,-32.77643967,0.0342622,11.45409
18254,13281,"    01342276-3250071",23.59486961,-32.83539963,0.0630584,
15521,11273,"    01251523-3324297",21.31340981,-33.40824127,0.0222239,10.49794
8356,6079,"    01243451-3310246",21.14380074,-33.17353058,0.0301031,10.94795
6560,4765,"    01213304-3309217",20.38765907,-33.15605164,0.0109556,9.96243
10665,7757,"    01231485-3250286",20.81196022,-32.84130859,0.0303596,10.96171
29582,7757,"    01230748-3240586",20.78112984,-32.68296051,0.0298536,
35932,26090,"    01233801-3208125",20.90842056,-32.13673019,0.0294315,
25169,18314,"    01245030-3145238",21.20966911,-31.75659943,0.0354287,11.11209
35169,25540,"    01322147-3105323",23.0895195,-31.09229088,0.0705841,11.2599
43463,31476,"    01522109-3459521",28.08789062,-34.99784088,0.0678725,
33731,24490,"    01534152-3510457",28.42300987,-35.17935181,0.0352619,11.13067
21128,3938,"    01501977-3458277",27.58242035,-34.97436905,0.0265668,
5469,3938,"    01493128-3454187",27.38025093,-34.905159,0.0263336,11.45448
34399,3938,"    01494371-3449517",27.43209076,-34.83106995,0.0268137,10.33434
23107,16802,"    01504708-3433390",27.6962204,-34.56087875,0.034253,
36925,16802,"    01505715-3432182",27.73806953,-34.53841019,0.0343266,10.53572
27150,19742,"    01520704-3331480",28.02936935,-33.52999115,0.0283671,11.04174
16839,12226,"    01574863-3314231",29.45266914,-33.23979187,0.018232,10.53155
8500,6189,"    01575535-3259131",29.48065948,-32.98706055,0.0123482,
24763,18020,"    02011027-3312318",30.29286003,-33.20885086,0.0348847,10.84655
17042,12368,"    01465313-3355190",26.72145081,-33.92200851,0.0340084,11.35571
6226,4518,"    01474446-3336055",26.93538094,-33.60150909,0.0283992,11.49323
7295,5302,"    01491704-3244336",27.3210392,-32.74261093,0.0158836,
41769,30281,"    02050385-3223073",31.26605034,-32.38534927,0.0158826,
11759,8576,"    02035633-3147089",30.98476982,-31.7858696,0.0274656,
27494,20002,"    02063660-3146404",31.65249062,-31.77791023,0.0349629,10.05601
39738,12586,"    02005491-3155111",30.22883034,-31.91979027,0.0176267,10.51409
17322,12586,"    02011446-3143428",30.31024933,-31.72855949,0.0177658,10.76665
10367,7539,"    02021027-3101273",30.54282951,-31.0243206,0.017738,10.9318
17871,12996,"    02131641-2943262",33.31835938,-29.7239399,0.0344731,11.33428
33936,24640,"    02060598-3014213",31.52494049,-30.23926926,0.0343488,
27279,19837,"    01585769-3100317",29.74048996,-31.00886917,0.0156464,10.01709
1758,1219,"    01554111-2955205",28.92135048,-29.92234993,0.0139975,11.22527
30863,22424,"    02033041-2944541",30.87669945,-29.74835968,0.0411216,
14204,10333,"    02044318-2918025",31.17985916,-29.30076981,0.0156703,10.69642
40116,29076,"    02024394-2921484",30.68298912,-29.36347961,0.0612719,10.97788
10127,7367,"    02080752-2838115",32.03128815,-28.63656998,0.017276,10.86709
16148,7367,"    02061237-2835525",31.55161095,-28.59790993,0.0163487,10.72665
11427,8322,"    02021203-2839269",30.55013084,-28.65744972,0.0158396,10.82529
10008,7280,"    01403904-3149150",25.16267014,-31.82084084,0.0194261,9.86532
22291,16219,"    01384718-3149174",24.69659996,-31.82154083,0.0287691,11.12539
4937,3553,"    01415893-3100338",25.49558067,-31.00939941,0.019194,11.18205
41973,30436,"    01423632-3048374",25.65134048,-30.81047058,0.0492559,
12302,8962,"    01455483-2902184",26.47849083,-29.03840065,0.0186404,
27451,6097,"    01385924-2955274",24.74682999,-29.92431068,0.018617,
8377,6097,"    01390634-2954534",24.77636909,-29.91489029,0.0188541,
123,81,"    01341823-2925065",23.57597923,-29.41848946,0.0041496,
5861,2680,"    01402160-2854459",25.08996964,-28.91275024,0.018183,10.58937
3731,2680,"    01395702-2841480",24.98763084,-28.69667053,0.0189136,11.23692
23722,17253,"    01385965-2834204",24.74863052,-28.57230949,0.0425169,
31867,23133,"    01425003-2750047",25.70857048,-27.83466911,0.055975,
6049,4376,"    01400026-2802030",25.0011692,-28.03416061,0.0190137,
21997,15996,"    01555315-2800263",28.97154999,-28.00728989,0.014119,10.47075
6037,4366,"    01583266-2617373",29.63611984,-26.29371071,0.0144011,
38409,27865,"    01574180-2603188",29.42424011,-26.05525017,0.0310468,
18232,13263,"    01454763-2754594",26.44844055,-27.91655922,0.0292445,
38016,27584,"    01495661-2749080",27.48584938,-27.81887054,0.0421098,10.06352
6915,5020,"    01495176-2728000",27.46569061,-27.46661949,0.012998,
8155,5925,"    01493100-2704560",27.37919044,-27.08221054,0.0294272,10.81615
22109,16080,"    01492443-2644459",27.35180092,-26.74605942,0.0184042,10.81398
3004,2135,"    01475527-2653319",26.98026085,-26.89213943,0.0038888,
8302,6034,"    01545983-2601101",28.74925995,-26.01940918,0.0285194,
28346,6034,"    01552440-2555506",28.85169983,-25.93073082,0.0297175,11.04198
41538,30110,"    01052277-3434257",16.34494019,-34.5737915,0.0359257,
24272,17655,"    01073599-3338164",16.8999691,-33.63790131,0.0331029,10.9932
31462,22849,"    01072160-3322333",16.84004021,-33.37599182,0.0301099,10.44462
34801,25275,"    01072057-3318073",16.83575058,-33.30208969,0.0346697,10.40755
37431,27170,"    01072341-3249443",16.84744072,-32.82902908,0.035001,
24696,17972,"    01123910-3340070",18.16290092,-33.66867065,0.0327372,11.28331
25911,17972,"    01120089-3334066",18.00378036,-33.56856155,0.0323076,
2187,1538,"    01140701-3239032",18.52924919,-32.65087891,0.0112525,
33497,605,"    01155392-3228388",18.97464943,-32.47745895,0.0194585,
31431,22832,"    01091634-3223106",17.31827927,-32.38602066,0.0345594,11.15627
18493,605,"    01150084-3214378",18.75345993,-32.24380112,0.0187163,
24436,605,"    01143125-3215521",18.63025093,-32.26446152,0.0169939,10.10195
13236,605,"    01135349-3212590",18.47282028,-32.21635818,0.0191505,9.65861
25501,18565,"    01134828-3201410",18.45111084,-32.02801895,0.0340047,11.21476
13911,605,"    01141094-3149382",18.54561996,-31.82723999,0.0178521,10.85077
18812,13693,"    01120940-3214326",18.03926086,-32.24235916,0.0321785,10.39681
23366,13693,"    01121922-3203399",18.08017921,-32.06116104,0.0329408,11.19083
28139,13693,"    01110403-3210146",17.76691055,-32.17065811,0.0331828,
22508,605,"    01134317-3150350",18.42992973,-31.84310913,0.0199631,
2509,605,"    01135125-3147180",18.46356964,-31.78834915,0.0179877,11.35493
890,605,"    01134725-3144500",18.44692039,-31.74721909,0.0183307,11.66803
18620,605,"    01125714-3127004",18.23806953,-31.45012093,0.0174612,10.83363
35292,25621,"    00594713-3322220",14.94645023,-33.37269974,0.0187774,
10206,7417,"    01204821-3106525",20.20088005,-31.11458969,0.0306908,10.9063
19004,13835,"    01150392-3147018",18.76639938,-31.78388977,0.0348221,10.84892
23075,13835,"    01155161-3135228",18.96496964,-31.58963966,0.0348917,10.3406
19891,13835,"    01164106-3126022",19.17100906,-31.43394089,0.0342346,10.84079
15034,605,"    01142975-3110531",18.62393951,-31.18144989,0.0178453,10.83398
32492,23583,"    01225478-3047080",20.72829056,-30.78557014,0.0309557,10.34071
8856,6449,"    01253715-3021557",21.40486908,-30.36548042,0.0300035,11.22009
18813,13694,"    01223271-2958570",20.63632011,-29.98250008,0.0360871,11.34909
21996,15995,"    01201580-3011079",20.06583977,-30.18545914,0.0350029,10.66462
34613,605,"    01124985-3112020",18.20768929,-31.20055008,0.0174113,9.87964
25234,605,"    01134551-3103480",18.43969917,-31.06328964,0.0183026,10.3884
33688,605,"    01124694-3058380",18.19555092,-30.97719955,0.0170149,
22947,16694,"    01125319-3041383",18.22171021,-30.69401932,0.0307409,10.85319
16869,12246,"    01133994-3014150",18.41647911,-30.23749924,0.0198343,
32228,12246,"    01132867-3013330",18.36961937,-30.22582054,0.0193933,10.31127
5685,3971,"    01110112-3026186",17.75473976,-30.43852043,0.0191499,10.87094
5516,3971,"    01103561-3013165",17.64842033,-30.22127914,0.0180888,
30162,21926,"    01114243-3001418",17.92674065,-30.02825928,0.0314379,10.74545
9020,6559,"    01112221-2914042",17.84255981,-29.2345295,0.0046305,9.38991
12076,8814,"    00565241-3157466",14.21837997,-31.96298981,0.0178834,10.55573
12200,8899,"    00545447-3201542",13.72704983,-32.03171158,0.0310456,11.39605
35384,8899,"    00545728-3201160",13.73869991,-32.02109909,0.0309688,
5316,3828,"    00535406-3105438",13.47531033,-31.09552002,0.0310823,11.64313
370,246,"    00524236-3112209",13.17652035,-31.20582962,0.0045672,
12778,9301,"    00571899-3056150",14.32921982,-30.93742943,0.0303832,10.13915
21252,9301,"    00565888-3046556",14.24536991,-30.78206062,0.0310046,10.62782
8919,6494,"    01061222-3010411",16.5508709,-30.1781292,0.0309535,10.84928
41536,30109,"    00494204-3017431",12.42523003,-30.29532051,0.046125,
27377,19914,"    00585231-2818114",14.71798038,-28.30323982,0.0572605,
19650,1534,"    01085072-2835565",17.21130943,-28.59905052,0.0181933,
2182,1534,"    01084753-2834565",17.19804955,-28.58234024,0.0179594,11.38883
19711,14345,"    01154587-2650344",18.94120979,-26.84291077,0.0113877,
28539,20753,"    01021090-2824588",15.54547977,-28.41638947,0.0565181,
4526,3258,"    01045619-2725454",16.23409081,-27.4293499,0.0179147,
4895,3522,"    00574692-2730058",14.44554996,-27.50164032,0.0175863,
39268,28478,"    01120296-2550100",18.01243019,-25.83605957,0.0584143,11.0014
38320,27801,"    01084846-2510225",17.2020092,-25.17297935,0.0577526,
17153,12461,"    01304907-2721512",22.70454025,-27.36413956,0.0180909,10.75628
18672,13598,"    01235120-2747183",20.9633007,-27.78838921,0.0186911,
25363,18454,"    01251095-2714484",21.29564095,-27.2467308,0.0306228,9.94524
38951,28246,"    01210062-2649104",20.25267982,-26.81954956,0.0528345,
3550,2542,"    01210741-2643334",20.28084946,-26.72599983,0.018673,11.27239
15980,7160,"    01302591-2646482",22.60798073,-26.78004074,0.0189747,
9837,7160,"    01311401-2651346",22.80831909,-26.85957909,0.0183338,10.99835
23036,7160,"    01311769-2629026",22.82377052,-26.48406982,0.0186838,10.70915
35884,26052,"    01410588-2601035",25.27442932,-26.01763916,0.0548446,
38472,27909,"    01430649-2520051",25.7770195,-25.33469963,0.0136713,
32112,23317,"    01503833-2439223",27.6596508,-24.65629959,0.0426089,
1726,1191,"    01485612-2347535",27.23391914,-23.79814911,0.0143918,11.2538
8052,5852,"    01341289-2533593",23.5537796,-25.56649971,0.0185158,
36566,26551,"    01345765-2425253",23.74016953,-24.42362022,0.039492,11.22808
36868,26769,"    01445670-2255082",26.23617935,-22.91893959,0.0392733,10.86212
38510,27939,"    01381784-2255440",24.57439995,-22.92892075,0.0458965,
32491,23582,"    01175270-2701441",19.46964073,-27.02897072,0.056589,
28837,20960,"    01223990-2616016",20.66636086,-26.26717949,0.0146719,10.30467
30495,22157,"    01191289-2531511",19.80373955,-25.53079033,0.0527401,10.30006
32821,23831,"    01273748-2507183",21.90616989,-25.12182045,0.0428253,
30215,21958,"    01242472-2406478",21.10301018,-24.11329079,0.0364045,
40225,29164,"    01143338-2529356",18.63903999,-25.49324036,0.0659636,11.26986
36410,26429,"    01163394-2437340",19.14151001,-24.62614059,0.0614156,
9483,6901,"    01184570-2356429",19.69046021,-23.94529915,0.0225726,
3694,2649,"    01211776-2248024",20.32401085,-22.80068016,0.0188648,11.22582
20593,14984,"    01284455-2324381",22.18565941,-23.41060066,0.0416273,
6903,5010,"    01263393-2313340",21.64135933,-23.22617912,0.0173681,
34444,25009,"    01271185-2245439",21.79929924,-22.76210976,0.0332663,11.13061
12690,9237,"    01270968-2243289",21.79040909,-22.72467041,0.0310372,11.31352
1155,794,"    01302854-2240019",22.61894989,-22.66720963,0.0045622,
14978,10884,"    01360873-2231156",24.03640938,-22.52095985,0.0486657,
32627,9237,"    01270923-2226399",21.78846931,-22.44441032,0.0316985,10.53176
7686,5594,"    01271359-2146258",21.80657005,-21.77375031,0.0174132,10.97785
42854,31041,"    01244090-2134079",21.17048073,-21.56888008,0.0283008,10.85442
32899,23878,"    01331845-2100097",23.32686996,-21.00267029,0.0512598,11.57011
21283,15473,"    01321990-2049444",23.08300972,-20.82901955,0.0515524,11.71519
17548,12758,"    01270989-2024149",21.79128075,-20.40415955,0.032631,11.34556
33258,24145,"    01312491-2011204",22.85383034,-20.18893051,0.041799,10.74611
6120,4436,"    03020248-3959314",45.51023102,-39.99211884,0.0196108,11.16056
37878,27487,"    02592672-3940374",44.86128998,-39.67713165,0.0657537,
5722,4117,"    03035662-3926254",45.98601151,-39.44041824,0.0199124,11.19409
1320,901,"    03060599-3902111",46.52508163,-39.0363884,0.0204799,11.65838
26849,901,"    03060582-3901131",46.52421188,-39.020401,0.0212468,10.85244
38068,27622,"    03010540-3855191",45.27260971,-38.92200851,0.0377075,
6705,4872,"    02493396-3846104",42.3914299,-38.76958084,0.0162426,10.95316
23151,16832,"    02590187-3714470",44.75783157,-37.24636078,0.0667921,
3839,2762,"    02574916-3643043",44.45484924,-36.71792984,0.0202606,
30330,22041,"    02595843-3656294",44.99345016,-36.94152832,0.0656886,
41438,30038,"    03111429-3610397",47.80947113,-36.17771912,0.0638159,11.28393
34618,25133,"    03122875-3535165",48.1198616,-35.58800125,0.0590565,
38069,27623,"    03071156-3624555",46.79809189,-36.41547012,0.0440302,
15688,11386,"    03160565-3421385",49.02355957,-34.36063004,0.0161549,10.49749
32946,23914,"    03143297-3407398",48.63732147,-34.12776947,0.0668066,11.74715
21325,15505,"    02572492-3534112",44.35385895,-35.5698204,0.024268,10.94575
21011,15280,"    02530560-3443305",43.2732811,-34.72521973,0.0144962,
9359,6811,"    02503000-3451565",42.625,-34.86569977,0.0358782,11.55438
37020,6811,"    02504665-3448475",42.69437027,-34.81325912,0.0356819,10.86978
2872,2036,"    02533933-3411515",43.41381073,-34.19763184,0.0148137,11.12068
41021,29752,"    02471163-3425389",41.7984314,-34.42752075,0.0205667,10.26711
18698,13615,"    02570319-3431315",44.26322174,-34.52544022,0.0209324,
23466,17062,"    02561328-3345021",44.0553894,-33.75057983,0.0204691,10.87747
4916,3538,"    02515871-3320232",42.99468994,-33.33982086,0.0204571,
7423,5402,"    02562153-3211081",44.08974838,-32.18558884,0.0157935,10.50574
2940,2091,"    02584767-3205572",44.69869995,-32.09920883,0.0159252,
16254,128,"    03260225-3253405",51.50934982,-32.8945694,0.0038964,9.30508
857,128,"    03280658-3217101",52.02740097,-32.28612137,0.0038936,10.34038
12901,9386,"    03172000-3341240",49.33340836,-33.69004822,0.0248721,11.16636
38070,27624,"    03150668-3343490",48.777771,-33.7303009,0.0147822,
2129,1490,"    03171317-3234330",49.30495071,-32.57587814,0.0145846,
34807,25279,"    03211248-3058517",50.30194092,-30.98106956,0.0420923,11.01744
1251,128,"    03335365-3111387",53.47365952,-31.19412041,0.0039063,10.21481
24532,17844,"    03341681-3043570",53.57001114,-30.73253059,0.0383365,
714,128,"    03392331-3119170",54.84709167,-31.32143021,0.0031163,
666,450,"    03421154-2953366",55.54806137,-29.89351082,0.0048863,
196,128,"    03281966-3104054",52.08195114,-31.06818008,0.003309,10.85799
40002,29003,"    03322054-2939154",53.08560181,-29.65427017,0.0379016,10.89198
13430,9774,"    03295575-2846039",52.48228073,-28.76774025,0.0376961,11.49553
40924,9774,"    03295895-2843349",52.49560928,-28.72640038,0.0379028,
5602,4035,"    03131580-3139109",48.31592941,-31.65306091,0.0132449,10.82071
29932,21751,"    03152575-3131130",48.85731125,-31.52021027,0.0671607,
29931,21750,"    03071320-3124026",46.80496979,-31.40073967,0.015541,
7133,5185,"    03150078-3042289",48.75320816,-30.70801926,0.0152357,10.88903
31648,22984,"    03180335-2937593",49.51406097,-29.63316917,0.058766,
38855,28178,"    03063689-2950254",46.65365982,-29.84036064,0.0432792,11.2835
28755,20901,"    03144045-2855564",48.66859818,-28.93234062,0.0696376,
32788,23805,"    03224676-2915550",50.69490051,-29.26531982,0.0149528,9.7576
36085,26193,"    03202305-2913565",50.09600067,-29.23228073,0.0675867,
43315,31370,"    03225818-2750560",50.74234009,-27.84888077,0.0696617,
25396,18478,"    03220795-2734545",50.53316879,-27.58179092,0.043063,
21219,15425,"    03292117-2808000",52.3381691,-28.13339043,0.0375896,10.87637
43228,31305,"    03313136-2728470",52.88061142,-27.47970009,0.0670813,
29889,21722,"    03290249-2626433",52.26039124,-26.44531059,0.005522,9.15584
2819,1993,"    03181489-2736371",49.56203079,-27.61033058,0.0042105,
38412,20097,"    03122658-2708245",48.11080933,-27.14014053,0.0639903,
34952,25384,"    03241041-2631201",51.04335022,-26.52223969,0.0415902,
11663,8497,"    03254461-2623171",51.43581009,-26.38806915,0.0421159,
319,207,"    03195121-2603382",49.96339035,-26.06059074,0.0052538,
21513,207,"    03183280-2550081",49.63674927,-25.83567047,0.0055303,
14382,207,"    03210298-2530453",50.26247025,-25.51255989,0.0044681,
13683,9965,"    02380216-3342158",39.50907898,-33.70441818,0.0163258,10.7345
3237,2318,"    02373660-3255279",39.40245819,-32.92443085,0.0145425,
10647,7746,"    02430874-3248071",40.78646088,-32.80197906,0.0211083,11.06244
8792,6398,"    02460059-3209155",41.50244141,-32.15431976,0.0213628,11.12894
26061,18956,"    02292133-3331550",37.33889008,-33.53195953,0.0759438,
8442,6149,"    02321943-3312086",38.08100128,-33.2024498,0.0206614,11.13775
41434,30035,"    02365802-3254452",39.24182892,-32.91267014,0.0691775,11.29784
35212,25565,"    02292881-3314450",37.37002182,-33.24583054,0.0315601,10.87457
26367,19175,"    02384056-3120493",39.66904068,-31.34704971,0.0160962,9.98442
29653,21553,"    02384515-3048233",39.68812943,-30.80649948,0.0614263,
6916,5021,"    02484521-3220490",42.1883316,-32.34700012,0.0219245,11.21381
8257,6004,"    02484080-3132106",42.1699295,-31.53622055,0.0161202,
12602,9179,"    02522234-3149024",43.09302902,-31.81728935,0.0217529,11.02486
22550,1321,"    02502597-3133295",42.60831833,-31.55828094,0.0230545,10.92138
17417,1321,"    02503552-3131125",42.64809036,-31.52008057,0.0233116,10.40232
20568,1321,"    02503177-3123405",42.63235092,-31.39463997,0.0215592,10.65776
40700,29518,"    02493302-3111569",42.38761139,-31.1991291,0.0245926,
1896,1321,"    02493387-3111219",42.39113998,-31.18939972,0.0222944,11.63937
37293,1321,"    02494392-3109299",42.43302155,-31.15822983,0.0227284,10.38605
