iGalID,iGrID,Name,RAJ2000,DEJ2000,z,logMstar
29676,8582,"    17203030+5238346",260.12637329,52.64300156,0.0307598,
11766,8582,"    17185307+5236552",259.72106934,52.61531067,0.0307419,
28445,20688,"    17240875+5328012",261.03640747,53.4670105,0.0242486,10.8831
38444,27888,"    17322337+5153282",263.09747314,51.89122009,0.0481951,
26910,19568,"    17515228+5401222",267.96780396,54.02281189,0.0532787,
24135,17553,"    17565124+5423468",269.21350098,54.39625931,0.0293156,
18105,13166,"    17482155+5408565",267.08984375,54.14902878,0.0219248,
31005,22521,"    17370013+5500249",264.25057983,55.00690079,0.0177758,
23525,17106,"    17470502+5452546",266.77105713,54.88191986,0.0288873,
35239,25583,"    17513021+5509258",267.87582397,55.15711975,0.0591095,
32436,20163,"    17484888+5505585",267.20361328,55.09962845,0.0285822,
27719,20163,"    17485811+5509125",267.2421875,55.15343094,0.0293082,
40841,29623,"    17550183+5532598",268.75765991,55.54999161,0.0548305,
36491,26490,"    17591393+5613542",269.80813599,56.23176956,0.0180565,
38727,28088,"    17570871+5620148",269.28640747,56.33740997,0.0544922,
8151,3558,"    17444944+5520587",266.20611572,55.34965897,0.0288215,
40800,3558,"    17451302+5537571",266.30429077,55.63248825,0.0269146,
4944,3558,"    17445666+5542166",266.23596191,55.70470047,0.0301677,
16701,3558,"    17454712+5546360",266.44647217,55.77669907,0.0288024,
11631,3558,"    17442682+5549407",266.11178589,55.82802963,0.0285733,
29996,21802,"    17544014+5631344",268.66744995,56.52616119,0.0529308,
37460,27194,"    17051900+5135575",256.32928467,51.59931183,0.0603483,
23388,17004,"    17064315+5206403",256.67980957,52.11124039,0.0228153,
34061,24725,"    17062849+5214380",256.61880493,52.24383163,0.0502411,
20901,15200,"    17151430+5240053",258.80966187,52.66812134,0.0306308,
20902,15200,"    17154521+5250343",258.93838501,52.84291077,0.0311121,
40953,29701,"    17121537+5307123",258.06396484,53.12009048,0.0299802,
35633,25865,"    17050687+5242225",256.27862549,52.7061615,0.0341942,
38150,27684,"    17052176+5305035",256.34072876,53.08430099,0.0532159,
43347,31394,"    17244280+5351182",261.17837524,53.85512161,0.0820517,11.75457
38931,2959,"    17265311+5650557",261.72134399,56.84881973,0.0275807,10.06545
4117,2959,"    17232515+5658281",260.85491943,56.97454071,0.0269679,
30197,2959,"    17250683+5652419",261.27832031,56.87833023,0.0281726,10.48934
29574,21493,"    17243082+5654350",261.12838745,56.90970993,0.0303971,10.83032
27141,13207,"    17434635+5648148",265.94308472,56.80408859,0.0173001,
18160,13207,"    17443860+5629457",266.16088867,56.49607849,0.0175971,
24662,17945,"    17510662+5700410",267.77780151,57.01140976,0.051863,
36447,26456,"    17574427+5729566",269.43432617,57.49905014,0.0486518,
17020,12357,"    17470549+5718036",266.77301025,57.30107117,0.0279906,
24461,17787,"    17503481+5717205",267.64511108,57.28905106,0.0568965,
22999,12357,"    17455786+5715259",266.49111938,57.25716019,0.0280872,
37669,27348,"    17434478+5723418",265.93670654,57.39498901,0.0529155,
14307,10403,"    17530115+5804343",268.25476074,58.07611847,0.0549246,
16091,11688,"    17304478+5621065",262.68673706,56.35187912,0.0301151,11.05629
42518,11688,"    17334537+5642309",263.43914795,56.70856094,0.0299493,
24750,11688,"    17304231+5638215",262.67630005,56.63935089,0.0291788,10.83224
20392,11688,"    17312780+5644223",262.86578369,56.73950958,0.029803,11.05461
36959,11688,"    17324924+5654043",263.20535278,56.9012413,0.0291457,10.28464
36446,11688,"    17320794+5652437",263.03314209,56.87878036,0.0278949,10.85628
27268,9756,"    17380535+5707047",264.52243042,57.11808014,0.0298165,10.42033
13406,9756,"    17374938+5706387",264.45565796,57.11072922,0.0297873,
7182,2959,"    17275520+5652078",261.97991943,56.8687706,0.0293538,
36201,26278,"    17283748+5708421",262.15628052,57.14506149,0.0273189,10.44843
35961,26112,"    17452931+5812151",266.37200928,58.20423126,0.0387494,
21065,15321,"    17484104+5824166",267.17102051,58.40456009,0.0306633,
41063,4403,"    17465175+5912185",266.71560669,59.2051506,0.0299599,
6082,4403,"    17464729+5914445",266.69714355,59.24568939,0.0281775,
4938,3554,"    17511801+5928149",267.82492065,59.47085953,0.0202982,
7420,5399,"    16253049+4950244",246.37705994,49.84017944,0.0199249,11.14033
16186,11759,"    16213895+4926553",245.41235352,49.4487915,0.0324309,11.1708
35333,25647,"    16220594+5001008",245.52467346,50.01684189,0.0565973,11.45339
33169,24078,"    16245780+5018127",246.2408905,50.30355072,0.0429484,11.08098
34058,24723,"    16171162+4957523",244.29841614,49.96446991,0.0573719,11.70079
37999,27575,"    16173497+5014407",244.39587402,50.24459076,0.0417279,10.63876
34374,24957,"    16202148+4956369",245.08959961,49.94355011,0.0403698,10.97751
19236,14005,"    16232297+5028339",245.84571838,50.47615051,0.0443797,11.57791
27611,20086,"    16221783+5022188",245.57420349,50.37194824,0.0564746,10.6923
34931,23285,"    16185311+5025586",244.72138977,50.43289185,0.0536829,11.55966
32066,23285,"    16194030+5033150",244.91792297,50.55411148,0.0559962,11.68313
14327,10415,"    16233916+5058099",245.91320801,50.9695015,0.0199287,10.78086
38634,28021,"    16265325+5133183",246.72181702,51.55509186,0.0206482,
22216,16166,"    16280407+5146311",247.016922,51.77539825,0.0546899,
37510,27232,"    16285738+5155451",247.23918152,51.92929077,0.0300161,
37507,27230,"    16145941+5020282",243.74766541,50.34117889,0.0412863,10.75214
20668,15032,"    16172353+5038096",244.34812927,50.63595963,0.0415829,
29007,21081,"    16211774+5133254",245.32385254,51.55701828,0.0299371,
25092,18259,"    16174908+5212077",244.45454407,52.20220947,0.0339519,
42641,30890,"    16194601+5233130",244.94165039,52.55369949,0.0634343,
18943,13792,"    16280723+5223001",247.03007507,52.38338852,0.0302266,
32393,14705,"    16351542+5246497",248.8142395,52.78039932,0.0289444,
16922,10483,"    16491152+5325113",252.29808044,53.41978836,0.0299358,
14422,10483,"    16501529+5333072",252.56364441,53.55205917,0.0295519,
33788,4029,"    16471357+5333403",251.80659485,53.56116104,0.0282286,
5590,4029,"    16495587+5357138",252.48284912,53.95386124,0.0302316,
19664,14310,"    16583584+5452151",254.64936829,54.87081146,0.0196025,
20699,4029,"    16473335+5351404",251.88896179,53.86120987,0.0294797,
32305,4029,"    16482355+5359550",252.09823608,53.99856949,0.0289765,
28132,4029,"    16470867+5356033",251.78610229,53.93431091,0.0288575,
37756,5332,"    16562494+5458558",254.10403442,54.98228073,0.0275313,
7337,5332,"    16561605+5501351",254.06686401,55.02645874,0.0285681,
21179,15401,"    16523884+5449596",253.16183472,54.83317947,0.0314865,
20201,14705,"    16341495+5256277",248.56230164,52.94107056,0.029257,
39828,28886,"    16393265+5346437",249.88595581,53.77880859,0.1099441,
39912,28947,"    16361717+5503268",249.07157898,55.05755997,0.0567959,
15783,10164,"    16501398+5523048",252.55825806,55.38462067,0.0174741,
13957,10164,"    16495269+5532308",252.47166443,55.5430603,0.0177213,
13518,9845,"    16521883+5554196",253.07858276,55.90552139,0.0290612,
43301,31361,"    16502344+5550187",252.59767151,55.83856964,0.0069901,
20555,14961,"    16114086+5227270",242.92027283,52.4575386,0.029497,10.10474
20975,15255,"    16110404+5227006",242.76689148,52.4502182,0.0634714,
36902,14961,"    16112362+5227176",242.84831238,52.45481873,0.029478,10.80116
31895,23154,"    16140479+5224228",243.51983643,52.40628815,0.0333197,10.44242
3151,2248,"    16165191+5300213",244.21643066,53.00598907,0.0187831,
28063,20410,"    16093700+5302282",242.40408325,53.0411911,0.063529,11.79208
22366,16273,"    16205091+5332240",245.21205139,53.54005814,0.054348,
33446,24285,"    16272864+5441245",246.8692627,54.69010925,0.030587,
15674,11375,"    16214227+5505100",245.42617798,55.08610153,0.0177296,
26838,19511,"    16254836+5521385",246.4515686,55.36063004,0.0309188,
19779,14397,"    16012807+5356504",240.36697388,53.94736862,0.0654963,11.93355
19289,14039,"    16243340+5554521",246.139328,55.91455078,0.0308897,
42055,30499,"    16205942+5558137",245.24757385,55.97050858,0.0295602,
28523,20742,"    16145701+5552250",243.73762512,55.87358093,0.0529628,
34836,25300,"    16112600+5555475",242.85832214,55.92993164,0.0634403,
33289,24165,"    16134714+5616495",243.44645691,56.28046036,0.03026,
26424,19215,"    16175770+5638221",244.49053955,56.63954163,0.0656821,
14199,10329,"    16220966+5716152",245.54016113,57.27093887,0.0306428,
40797,29593,"    16203773+5711386",245.15733337,57.19408035,0.0651471,
8282,6022,"    16380049+5525372",249.50202942,55.42694855,0.0300706,
20733,15082,"    16351814+5538037",248.82568359,55.63441086,0.0303381,
19751,14377,"    16360228+5602509",249.00961304,56.04740143,0.0289841,
7163,5204,"    16293398+5531036",247.39161682,55.51774979,0.0171302,
24659,17943,"    16274873+5601366",246.95317078,56.02690887,0.0308258,
21033,15297,"    16335018+5607583",248.459198,56.13288116,0.0184843,
3369,2414,"    16412760+5747011",250.36517334,57.78363037,0.0175351,
7834,5703,"    16465901+5825234",251.7459259,58.42316818,0.0174503,
21843,15894,"    16353065+5729126",248.87774658,57.48680878,0.0176168,
35630,25863,"    16244095+5740411",246.170578,57.67803955,0.0316098,
20390,14835,"    16313682+5742241",247.90330505,57.70671082,0.0182437,
7745,5640,"    16320669+5826202",248.02792358,58.43896103,0.0111527,
7936,2414,"    16385940+5743268",249.74736023,57.72409058,0.0173591,
23879,2414,"    16413722+5748533",250.40496826,57.81484985,0.0178811,
22135,16101,"    16492782+5853549",252.36598206,58.89865112,0.0168584,
27752,16101,"    16465039+5905364",251.7101593,59.09346008,0.0182449,
8594,6251,"    16400791+5837025",250.03289795,58.61737061,0.0183455,
41905,30385,"    16411372+5905062",250.30711365,59.08507919,0.0302459,
32183,23370,"    16392625+5924220",249.85939026,59.40615845,0.0604464,
10022,7287,"    16455256+5937190",251.46908569,59.62202072,0.0299475,
30546,22190,"    17095309+5540004",257.47113037,55.66675949,0.0510727,
34787,25264,"    17110055+5656082",257.75234985,56.93558884,0.0287283,
20141,14661,"    17193484+5637477",259.89511108,56.63003159,0.0274397,11.08677
30066,21854,"    17205481+5705522",260.22833252,57.09791183,0.0272886,10.75708
39205,1537,"    17143766+5718198",258.65682983,57.30546951,0.0279671,11.02509
12968,1537,"    17152444+5719215",258.85186768,57.3225708,0.0293477,11.22959
22746,1537,"    17155037+5722006",258.9598999,57.3667984,0.0300929,
15066,10944,"    17152430+5721015",258.85116577,57.35034943,0.0342266,11.28905
2186,1537,"    17152291+5724404",258.84558105,57.41122818,0.0271415,11.85398
35591,1537,"    17152326+5725585",258.84689331,57.43286896,0.0320337,11.04983
36655,25264,"    17114987+5706392",257.95767212,57.11090851,0.0301452,10.68684
13902,10124,"    17184367+5808065",259.68206787,58.13515854,0.0289072,11.12143
10674,7762,"    17252239+5849193",261.34378052,58.82209015,0.0283377,11.28741
12068,8806,"    17114976+5735222",257.95742798,57.5895195,0.0298413,11.3488
41417,30023,"    17140667+5759367",258.52780151,57.99356079,0.0315636,10.92722
34933,25370,"    17140907+5849067",258.53775024,58.81848145,0.0296195,10.7559
8204,5962,"    17280141+5731188",262.00588989,57.52185059,0.0109785,10.50968
35282,25614,"    17380933+5842537",264.53881836,58.71490097,0.0284678,10.83365
36960,26836,"    17344584+5856148",263.69091797,58.93748093,0.0304703,11.07903
29536,9381,"    17395095+5916448",264.96218872,59.27906036,0.0311659,
6829,3043,"    17271733+5829078",261.82229614,58.48551941,0.026936,11.3479
4237,3043,"    17272678+5830598",261.86157227,58.51659012,0.0276487,
13269,9650,"    17284891+5851032",262.20391846,58.85092163,0.0268383,11.14147
12893,9381,"    17384582+5922234",264.69107056,59.3731308,0.0308092,
26085,4403,"    17460228+5919229",266.50927734,59.32312012,0.0285562,
31454,4403,"    17473624+5924488",266.90093994,59.41358185,0.0290785,
8061,3554,"    17501702+5937275",267.57107544,59.62440109,0.0209443,
36606,3554,"    17502601+5947355",267.60855103,59.79317856,0.0219505,
38932,21009,"    17502948+6001395",267.62295532,60.02761841,0.027752,
28901,21009,"    17500138+6005322",267.50558472,60.09228134,0.0274402,
34012,21009,"    17494288+6022182",267.42868042,60.3717804,0.0281379,
23612,17172,"    17520575+6035523",268.02392578,60.5978508,0.0204315,
31553,22911,"    17543929+6049043",268.66375732,60.81790924,0.0140276,
21472,15628,"    17593860+6121339",269.91091919,61.35939026,0.0019774,
8584,6243,"    17315029+5936555",262.95962524,59.61545944,0.0356939,11.5022
13211,9610,"    17302140+5938235",262.58917236,59.63988876,0.0281503,10.96136
11338,8256,"    17321214+5956297",263.0506897,59.94155121,0.0276554,11.02031
27793,20212,"    17272189+5938378",261.84121704,59.64382172,0.0275954,10.87524
32257,23418,"    17411324+6026592",265.30514526,60.44974899,0.0208934,
28261,20548,"    17282804+6005398",262.11682129,60.0943718,0.0104706,9.61889
23882,13132,"    17275247+6005507",261.96878052,60.09732819,0.027634,11.11755
18056,13132,"    17252071+6001129",261.33615112,60.02024078,0.0276443,11.13498
13174,9583,"    17295938+6021004",262.49731445,60.35020828,0.0202837,10.77385
38636,13132,"    17255138+6011392",261.46405029,60.19417953,0.0288492,10.37623
1487,1022,"    17353281+6048481",263.8868103,60.81340027,0.0124914,
41111,29814,"    17382747+6102237",264.61444092,61.03993988,0.0268727,
37276,27059,"    17454760+6053507",266.44821167,60.89746094,0.0328943,
17954,13058,"    17471668+6118321",266.81945801,61.30897903,0.0281027,
6365,4624,"    17500071+6131542",267.50292969,61.5317688,0.020472,
41298,29936,"    17490910+6140262",267.28793335,61.67390823,0.0390279,
33868,24591,"    17565401+6207478",269.22494507,62.12995911,0.0269801,
9889,7193,"    17492094+6213221",267.33731079,62.22286987,0.0286188,
17864,12989,"    17444885+6154378",266.20352173,61.91056061,0.0381533,
8533,2106,"    17545032+6238422",268.70974731,62.64505005,0.0275996,
16902,2106,"    17563508+6237009",269.14620972,62.6170311,0.025366,
2960,2106,"    17554844+6236435",268.95184326,62.61215973,0.0271939,11.64345
18919,2106,"    17551683+6240116",268.81991577,62.66986847,0.0250362,
38098,27643,"    17515353+6227230",267.97302246,62.45647049,0.0275432,
16437,2323,"    17005591+5856150",255.23301697,58.93753815,0.0170828,
6816,2323,"    17005643+5858140",255.23513794,58.97050095,0.017156,
3245,2323,"    16583138+5856102",254.63075256,58.93626022,0.0182427,
19911,2323,"    16582401+5857212",254.60003662,58.95595932,0.0188762,
36445,2323,"    16582753+5907102",254.6146698,59.11956024,0.0171592,
26122,18998,"    17195590+6008570",259.98287964,60.14923096,0.0216673,10.7129
17543,12754,"    17224927+6026411",260.70544434,60.44480896,0.0201397,10.39678
1395,954,"    17184108+6036292",259.67126465,60.60810089,0.0125027,10.56363
30434,22116,"    16505616+5943082",252.73417664,59.71891022,0.0101061,
19694,14333,"    16583306+5945172",254.63760376,59.75473022,0.0199703,
13661,9949,"    17031526+6020160",255.81364441,60.33787918,0.0303674,10.76894
20092,14629,"    16522982+6030524",253.12413025,60.51453018,0.0101329,
24849,1742,"    17030344+6102381",255.76438904,61.04391098,0.0113002,9.68768
16901,1742,"    17073690+6043431",256.90383911,60.7286911,0.0097892,
2462,1742,"    17074044+6045032",256.91854858,60.75083923,0.0100689,
3672,1742,"    17075743+6059241",256.98937988,60.99010849,0.0112109,10.60913
2355,1660,"    17175302+6146505",259.47079468,61.78076935,0.0097246,
21694,15784,"    17084565+6202354",257.19033813,62.04323959,0.0260172,10.14734
10586,7701,"    17401107+6238306",265.04614258,62.64178848,0.0280995,
18159,13206,"    17261368+6208584",261.55706787,62.14953995,0.0276316,10.87294
12001,8753,"    17504721+6252505",267.69671631,62.88079834,0.0261707,
37008,26870,"    17491885+6345320",267.32873535,63.75883102,0.0248132,
13158,9573,"    17473289+6401393",266.88711548,64.02757263,0.0269539,
39776,28847,"    17560856+6417009",269.03567505,64.28368378,0.0275272,
41364,29544,"    17533281+6410227",268.38671875,64.17301941,0.0349337,
40736,29544,"    17545254+6424072",268.71899414,64.40202332,0.0369437,
27877,20279,"    17224380+6209581",260.68255615,62.16613007,0.0281104,11.05645
39416,28592,"    17391389+6357408",264.80789185,63.96141052,0.0191063,
12048,8790,"    17571633+6456170",269.31811523,64.93807983,0.025797,
30067,21855,"    17554428+6506046",268.93466187,65.10125732,0.0869749,
21809,8790,"    17562925+6512480",269.12191772,65.21334076,0.0260395,
35763,8790,"    17564311+6515469",269.17941284,65.26302338,0.0266355,
35457,25739,"    17424395+6505438",265.68295288,65.09552765,0.0275635,
7872,5730,"    17510740+6531507",267.78100586,65.53079224,0.0425165,
38933,28232,"    17551228+6556559",268.80117798,65.9487915,0.0380066,11.15558
22529,16380,"    13315259+2000042",202.96911621,20.00115967,0.004275,
12064,8803,"    13273076+2052513",201.87814331,20.88096046,0.0206977,10.40074
43294,31355,"    13345727+2234593",203.73864746,22.58308029,0.0328121,11.17444
5563,4006,"    13223088+2118589",200.6287384,21.31637001,0.0236002,11.44988
26797,4006,"    13222630+2125329",200.60954285,21.42576981,0.0237562,
9083,6605,"    13215197+2225449",200.46656799,22.42917061,0.0318993,
35448,25732,"    13313610+2318501",202.90048218,23.31399918,0.0442253,11.28629
36590,24342,"    13412963+2310005",205.37350464,23.16687012,0.0315663,10.48815
33527,24342,"    13412534+2314505",205.35565186,23.2474308,0.0326201,
23348,16976,"    13410784+2316550",205.28268433,23.28196907,0.0279666,
37855,12048,"    13445134+2301185",206.21377563,23.02179909,0.0290085,
16594,12048,"    13451190+2304185",206.29956055,23.0718708,0.0287401,
6240,4527,"    13451616+2313086",206.31732178,23.2190094,0.0314142,11.57172
32011,4527,"    13451210+2315045",206.30038452,23.25128937,0.0314141,10.77934
15722,11407,"    13400291+2308351",205.01220703,23.14302063,0.0325184,10.71812
21141,15372,"    13405113+2428239",205.21310425,24.47327995,0.0278697,10.94114
8656,6301,"    13483563+2400543",207.14849854,24.0150795,0.0240737,11.20326
31448,4645,"    13503077+2457461",207.6282959,24.96283913,0.0304945,10.89864
22686,4645,"    13503091+2458361",207.62884521,24.97662926,0.0304677,
40147,4645,"    13495252+2511272",207.46888733,25.19087029,0.0298872,10.94099
21058,15318,"    13423818+2427544",205.6590271,24.46508026,0.0289487,11.21933
26867,19534,"    13481778+2507263",207.07418823,25.12388992,0.0307368,11.05928
26527,19288,"    13385734+2458489",204.73893738,24.98020935,0.0281708,11.10655
38496,27929,"    13364424+2458472",204.18434143,24.97986984,0.0757058,11.85298
23874,17368,"    13434413+2523318",205.9339447,25.39219093,0.0279491,11.08822
33325,24193,"    13440406+2539485",206.016922,25.66348076,0.0494008,11.18714
15222,11058,"    13404692+2553499",205.19543457,25.89723015,0.0295845,11.30189
26943,19591,"    13383159+2606196",204.63165283,26.10540962,0.029132,11.088
31930,19591,"    13384410+2619429",204.68380737,26.32855034,0.0289991,10.63038
25521,18578,"    13414914+2622248",205.45474243,26.37355995,0.0765477,
32852,23849,"    13401791+2620585",205.07470703,26.34958076,0.0292111,10.53277
24621,17916,"    13414526+2700168",205.43855286,27.00468063,0.0297375,10.91798
4608,3322,"    13195150+2300000",199.96466064,22.99995995,0.0238688,11.40832
3556,2547,"    13120668+2405421",198.02784729,24.09505081,0.0096017,10.29518
10403,7567,"    13150351+2437074",198.76461792,24.6187706,0.013803,9.96303
26899,5758,"    13094995+2434390",197.45819092,24.57753944,0.024556,10.08134
7918,5758,"    13083158+2442030",197.13156128,24.70082092,0.0246713,10.99217
26037,18938,"    13134529+2458566",198.43869019,24.98244095,0.0250762,
16087,11685,"    13213407+2530585",200.39205933,25.51621056,0.0343694,11.21151
9082,6604,"    13161713+2524241",199.07125854,25.4065609,0.0139322,
31334,22755,"    13323896+2526279",203.16236877,25.44112015,0.0258891,10.62738
10222,7428,"    13345411+2612228",203.72554016,26.20632935,0.0266959,11.05331
10089,7337,"    13382503+2644326",204.60432434,26.74245071,0.0293028,11.14968
24046,11259,"    13363615+2714322",204.15071106,27.24224091,0.036586,11.36668
15506,11259,"    13372485+2725097",204.35351562,27.41930008,0.0373659,11.46615
27644,20111,"    13245625+2627487",201.23440552,26.46349907,0.0249624,10.22212
9696,7062,"    13215917+2644015",200.49658203,26.73377991,0.0251608,11.17404
4236,3042,"    13225563+2658505",200.73178101,26.98069,0.0104693,10.2661
21804,15863,"    13225983+2706585",200.74940491,27.11630058,0.0352867,10.70269
14663,10651,"    13275328+2830291",201.97195435,28.50814056,0.0378179,11.54673
30103,21883,"    13293923+2946125",202.4135437,29.77010918,0.0480283,11.58573
7640,5559,"    13523746+2444559",208.15605164,24.74887085,0.0310669,11.17243
19485,5559,"    13533317+2452309",208.38825989,24.87524986,0.0311362,10.98455
29445,5559,"    13524488+2502239",208.18704224,25.03996086,0.0295559,
30474,4052,"    13542211+2509114",208.59211731,25.15315056,0.0298466,10.68165
20358,14815,"    13534057+2504460",208.41912842,25.07939911,0.0591143,11.81778
40398,4645,"    13510459+2504594",207.7691803,25.08312988,0.0302047,10.70732
6398,4645,"    13510540+2505374",207.7724762,25.09369087,0.0300244,
40304,4645,"    13510805+2508004",207.78359985,25.13348007,0.029777,10.99829
35537,18421,"    13564914+2554574",209.20478821,25.91592979,0.0298383,10.3254
38982,28267,"    13554678+2550250",208.94493103,25.84032059,0.0612221,11.48164
20316,14790,"    13482179+2540313",207.09074402,25.67531967,0.0521031,
30667,22278,"    13481609+2544003",207.06707764,25.73344994,0.0377938,11.15311
36244,24343,"    13591725+2756060",209.82192993,27.93494987,0.0611436,11.47019
22192,16147,"    13591512+2758348",209.81295776,27.97631073,0.0766695,
33528,24343,"    13590878+2801218",209.7865448,28.02267075,0.0652066,11.73616
20294,14774,"    13485251+2635348",207.21876526,26.59296036,0.0640495,12.01006
36703,26651,"    13503579+2808591",207.64910889,28.1497097,0.0243048,10.3228
31969,11915,"    13564263+2830104",209.17762756,28.50289917,0.0372898,11.09013
16409,11915,"    13561919+2832105",209.08006287,28.53631973,0.0354024,11.3077
42877,12745,"    13493157+2800016",207.38153076,28.00042915,0.0771712,11.82423
17534,12745,"    13492356+2806266",207.34819031,28.10736084,0.0762464,
32725,23758,"    13520117+2903285",208.00491333,29.05788994,0.0382763,11.10675
22425,16317,"    13514278+2919548",207.92823792,29.33194923,0.0356856,11.34031
5195,3743,"    14030413+2802002",210.76727295,28.03339005,0.0161199,
35409,25705,"    14070036+2827141",211.75163269,28.45402908,0.077289,11.83233
21721,15805,"    14013156+2817115",210.38157654,28.28657913,0.0279154,11.06101
23680,17221,"    14014830+2833205",210.45126343,28.55578995,0.0652258,11.71847
32516,23600,"    14051520+2925283",211.31341553,29.42444992,0.0654824,
38893,28204,"    14075538+2952214",211.98074341,29.87268066,0.028119,10.90233
1937,1356,"    13565598+2909514",209.23327637,29.16428947,0.0086453,10.62679
29671,21567,"    14010397+2931318",210.26655579,29.52556038,0.027244,10.78507
16106,11699,"    14004576+3004332",210.19076538,30.07589912,0.0279666,10.58145
42308,30663,"    13560826+3004553",209.03411865,30.08186913,0.0317875,
19177,13962,"    14044805+3044377",211.20014954,30.7437706,0.0259352,10.22101
36438,26450,"    13393242+2755438",204.8850708,27.92874908,0.0373011,10.92539
5772,4158,"    13395563+2824020",204.98182678,28.4005909,0.0169007,
41409,30017,"    13442141+2955112",206.08924866,29.91970062,0.0630181,
42947,13471,"    13424864+2942209",205.70265198,29.70578003,0.0446359,11.27065
12296,8959,"    13425552+2952070",205.73139954,29.86860085,0.037184,
18502,13471,"    13422356+2949293",205.59817505,29.82486916,0.0426074,
37714,13471,"    13422333+2950523",205.59718323,29.84786987,0.0450459,11.48314
28056,8959,"    13423701+2951164",205.65423584,29.85457039,0.0373018,10.92125
13879,10114,"    13432486+3004104",205.85362244,30.06952095,0.0411638,11.34031
21116,11755,"    13423105+3015001",205.62945557,30.25003052,0.0370343,11.3293
27053,19670,"    13443902+3019073",206.1625824,30.31874084,0.0357029,
16182,11755,"    13430886+3020153",205.78689575,30.33761978,0.0355002,10.68918
4667,3359,"    13472219+3020009",206.84246826,30.33357048,0.0163183,
28127,20451,"    13395776+3006275",204.99069214,30.10769081,0.0347178,
34970,11755,"    13414237+3007312",205.42662048,30.12537003,0.037802,11.13528
16408,11914,"    13411117+3022411",205.29649353,30.3780899,0.0406298,11.4947
29278,21277,"    13423402+3131509",205.64189148,31.53083038,0.025757,10.85727
10320,7504,"    13392470+3059275",204.8528595,30.99090958,0.0617562,
12314,8969,"    13384310+3116144",204.6796875,31.27061081,0.016436,10.8413
27019,19646,"    13392631+3112285",204.8596344,31.2079792,0.0363719,11.42327
14140,8969,"    13385902+3121544",204.74598694,31.36515045,0.0160706,10.66163
28057,20405,"    13540834+3050042",208.53468323,30.83456993,0.0425813,
30104,20405,"    13540880+3053092",208.53672791,30.88588905,0.0431379,11.16378
16860,12240,"    13521776+3126460",208.07411194,31.44618988,0.0459164,
40499,29369,"    13530211+3148477",208.25880432,31.81320953,0.0365758,11.14828
22929,16679,"    13580744+3238321",209.5309906,32.64234161,0.0494883,11.39033
27548,3028,"    14022057+3226535",210.5856781,32.44818115,0.0152131,10.10402
4213,3028,"    14023606+3230375",210.65023804,32.51044083,0.0151783,10.11512
11519,8397,"    13541999+3255476",208.58323669,32.92990875,0.0267815,11.04484
11944,8713,"    13445120+3231334",206.21333313,32.52597046,0.026033,11.07305
19018,1737,"    13483594+3330426",207.14979553,33.51176071,0.0152221,9.77368
22567,9565,"    13471071+3405188",206.79467773,34.08858871,0.0170911,9.87375
41950,15964,"    13534172+3313416",208.4239502,33.22816086,0.0519239,
21948,15964,"    13534380+3313196",208.43252563,33.2221489,0.0513,
3267,2340,"    13531785+3329267",208.3243866,33.4907608,0.0085934,9.91071
15628,1737,"    13504364+3337574",207.6819458,33.63261032,0.0161354,10.59614
2455,1737,"    13503603+3342174",207.65008545,33.70484924,0.0150374,11.20883
10581,1737,"    13495059+3337179",207.46080017,33.62171936,0.0150038,10.66384
13146,9565,"    13471779+3408559",206.82403564,34.14883041,0.0169566,10.78716
25756,18728,"    13512821+3434004",207.86759949,34.56678009,0.054407,11.6914
24743,18008,"    13534418+3448141",208.43406677,34.80385971,0.0555117,11.71862
10523,7648,"    13503911+3502174",207.66293335,35.0382309,0.0217807,11.1473
35749,25953,"    13074277+2448379",196.92831421,24.81059074,0.0219963,10.62889
27932,20314,"    13072837+2643319",196.86824036,26.72549057,0.0384119,
37660,27340,"    13121766+2641101",198.07356262,26.68613052,0.003646,8.05014
16612,12060,"    13120793+2719501",198.03303528,27.33054924,0.0212855,10.98713
32682,2645,"    13132566+2745486",198.35697937,27.76347923,0.0213912,10.23453
3687,2645,"    13132694+2748086",198.36228943,27.80238914,0.0221814,11.18202
23484,17077,"    13032899+2633024",195.87088013,26.55071068,0.0230022,
33857,24584,"    13002915+2640306",195.12142944,26.67527008,0.0249259,10.5029
39819,28880,"    13042824+2640192",196.11763,26.67200089,0.0368546,11.01779
5431,3911,"    13051235+2734113",196.30152893,27.56977081,0.0238513,11.13012
9429,6868,"    12590180+2648569",194.7575531,26.81574059,0.024774,11.26962
10764,7831,"    13000351+2653532",195.01467896,26.89812088,0.0205971,10.89123
28637,6868,"    12580239+2651345",194.50991821,26.85955048,0.0254363,10.92735
32681,23721,"    12583634+2706147",194.65145874,27.10409927,0.0273975,10.79101
39604,28723,"    12595843+2711583",194.99342346,27.1995697,0.0617383,11.47806
42945,31105,"    13004996+2724206",195.20811462,27.40574074,0.0229754,10.62715
5430,442,"    12564351+2710438",194.18133545,27.17884064,0.0262196,11.18881
21688,442,"    12570940+2727587",194.28923035,27.46639061,0.0257551,10.937
2229,442,"    12572435+2729517",194.35147095,27.49772072,0.0253839,11.3529
17670,442,"    12573584+2729358",194.39938354,27.49325943,0.0252934,11.05496
34461,25022,"    12591367+2724089",194.80703735,27.40251923,0.0197626,10.68601
18709,442,"    12594713+2742372",194.94645691,27.71031952,0.0290498,10.87291
